#,Posession: Complete release,Possesion: partial,Artist,Name,Funding,Founder,ID KvX,Artist2,Title,Label,Year,Country,Styles,KvX link,Discogs Link1,KvX link,Discogs Link2,Join,Alternate Files Found On Soulseek,Notes,Check zips (admin)
58,TRUE,FALSE,Various,High (A Dance Compilation),100%,reachit,311,Various,High (A Dance Compilation),"Volition, Second Nature, Sony Music",1992,Australia,"Techno, Trance, House",https://kollektivx.com/music-legacy-projects/311-Various-High-(A-Dance-Compilation),https://www.discogs.com/release/142972,https://kollektivx.com/music-legacy-projects/311-Various-High-(A-Dance-Compilation),https://www.discogs.com/release/142972,VariousHigh (A Dance Compilation),Y,,
59,TRUE,FALSE,Nana Gemann And The African House,Hip Hop The Jungle,100%,rossharvey52,319,Nana Gemann And The African House,Hip Hop The Jungle,CBS,1990,Europe,"House, Hip-House",https://kollektivx.com/music-legacy-projects/319-Nana-Gemann-And-The-African-House-Hip-Hop-The-Jungle,https://www.discogs.com/release/1535881,https://kollektivx.com/music-legacy-projects/319-Nana-Gemann-And-The-African-House-Hip-Hop-The-Jungle,https://www.discogs.com/release/1535881,Nana Gemann And The African HouseHip Hop The Jungle,,,319
60,FALSE,TRUE,Projection,Don't Think It's Over,100%,Brian_Summers,324,Projection,Don't Think It's Over,21st July Records,1991,UK,House,https://kollektivx.com/music-legacy-projects/324-Projection-Dont-Think-Its-Over,https://www.discogs.com/release/5302746,https://kollektivx.com/music-legacy-projects/324-Projection-Dont-Think-Its-Over,https://www.discogs.com/release/5302746,ProjectionDon't Think It's Over,,,324
61,TRUE,FALSE,Chicot Doris,Pou Tenn' Yo Toujou Di' W,100%,Bobby,325,Chicot Doris,Pou Tenn' Yo Toujou Di' W,Socadisc,1986,France,"Disco, Zouk",https://kollektivx.com/music-legacy-projects/325-Chicot-Doris-Pou-Tenn-Yo-Toujou-Di-W,https://www.discogs.com/release/10382173,https://kollektivx.com/music-legacy-projects/325-Chicot-Doris-Pou-Tenn-Yo-Toujou-Di-W,https://www.discogs.com/release/10382173,Chicot DorisPou Tenn' Yo Toujou Di' W,,,325
62,FALSE,TRUE,Space Is The Place,Talash / 6 A.M.,100%,Barbarella,326,Space Is The Place,Talash / 6 A.M.,Catflap Records,1998,USA,"Techno, Deep House, Minimal",https://kollektivx.com/music-legacy-projects/326-Space-Is-The-Place-Talash-6-A.M.,https://www.discogs.com/release/1174858,https://kollektivx.com/music-legacy-projects/326-Space-Is-The-Place-Talash-6-A.M.,https://www.discogs.com/release/1174858,Space Is The PlaceTalash / 6 A.M.,,,326
63,FALSE,TRUE,Various,The Fourstyle E.P.,100%,blanco,327,Various,The Fourstyle E.P.,TY Records,1992,UK,"Deep House, Breakbeat, House, Garage House",https://kollektivx.com/music-legacy-projects/327-Various-The-Fourstyle-E.P.,https://www.discogs.com/release/346980,https://kollektivx.com/music-legacy-projects/327-Various-The-Fourstyle-E.P.,https://www.discogs.com/release/346980,VariousThe Fourstyle E.P.,,,327
64,FALSE,TRUE,State Of Mind (23),Living On The Edge,100%,madeinuk,328,,,Not On Label,1990,UK,House,https://kollektivx.com/music-legacy-projects/328-State-Of-Mind-Living-On-The-Edge,https://www.discogs.com/release/4127399,https://kollektivx.com/music-legacy-projects/328-State-Of-Mind-Living-On-The-Edge,https://www.discogs.com/release/4127399,State Of Mind (23)Living On The Edge,,,328
65,TRUE,FALSE,Jose Teral,Chacha Mambo,100%,Floar,336,Jose Teral,Chacha Mambo,RGO Music,1990,France,"Disco, Mambo, Soca",https://kollektivx.com/music-legacy-projects/336-Jose-Teral-Chacha-Mambo,https://www.discogs.com/release/9571898,https://kollektivx.com/music-legacy-projects/336-Jose-Teral-Chacha-Mambo,https://www.discogs.com/release/9571898,Jose TeralChacha Mambo,,,336
66,FALSE,TRUE,S.S.P.,Love 4 Tha Game,100%,Radhakrishnan,338,S.S.P.,Love 4 Tha Game,Scandalous Records,1996,USA,Gangsta,https://kollektivx.com/music-legacy-projects/338-S.S.P.-Love-4-Tha-Game,https://www.discogs.com/release/3112352,https://kollektivx.com/music-legacy-projects/338-S.S.P.-Love-4-Tha-Game,https://www.discogs.com/release/3112352,S.S.P.Love 4 Tha Game,,,338
67,TRUE,FALSE,Josky,Hello Goly!,100%,Archiebishop,343,Josky,Hello Goly!,Joskidi Production,,Ivory Coast,"Disco, African",https://kollektivx.com/music-legacy-projects/343-Josky-Hello-Goly!,https://www.discogs.com/release/10253884,https://kollektivx.com/music-legacy-projects/343-Josky-Hello-Goly!,https://www.discogs.com/release/10253884,JoskyHello Goly!,,,343
68,FALSE,TRUE,In Trance 95,Warm Nights Driving On Wet Streets,100%,djnickporter,347,In Trance 95,Warm Nights Driving On Wet Streets,Elfish,1991,Greece,Electro,https://kollektivx.com/music-legacy-projects/347-In-Trance-95-Warm-Nights-Driving-On-Wet-Streets,https://www.discogs.com/release/1443951,https://kollektivx.com/music-legacy-projects/347-In-Trance-95-Warm-Nights-Driving-On-Wet-Streets,https://www.discogs.com/release/1443951,In Trance 95Warm Nights Driving On Wet Streets,,,347
69,FALSE,TRUE,Guru Deepak,Sahara Girl,100%,djnickporter,348,Guru Deepak,Sahara Girl,Multitone (2),1982,UK,Disco,https://kollektivx.com/music-legacy-projects/348-Guru-Deepak-Sahara-Girl,https://www.discogs.com/release/5848549,https://kollektivx.com/music-legacy-projects/348-Guru-Deepak-Sahara-Girl,https://www.discogs.com/release/5848549,Guru DeepakSahara Girl,,,348
70,TRUE,FALSE,Stevie Millinger,Jamaica Luna,100%,rossharvey52,354,Stevie Millinger,Jamaica Luna,Carrere,1987,Belgium,"Synth-pop, Italo-Disco",https://kollektivx.com/music-legacy-projects/354-Stevie-Millinger-Jamaica-Luna,https://www.discogs.com/release/13250790,https://kollektivx.com/music-legacy-projects/354-Stevie-Millinger-Jamaica-Luna,https://www.discogs.com/release/13250790,Stevie MillingerJamaica Luna,,,354
71,TRUE,FALSE,Aeternia,Reel / Oblivion,100%,Sarlim,358,Aeternia,Reel / Oblivion,American Records,1991,Italy,"Downtempo, Italo House",https://kollektivx.com/music-legacy-projects/358-Aeternia-Reel-Oblivion,https://www.discogs.com/release/7525034,https://kollektivx.com/music-legacy-projects/358-Aeternia-Reel-Oblivion,https://www.discogs.com/release/7525034,AeterniaReel / Oblivion,,,358
72,TRUE,FALSE,Franklin Attali,Attali,100%,dustybaron,364,Franklin Attali,Attali,Cabana Music,1986,France,"Synth-pop, Chanson",https://kollektivx.com/music-legacy-projects/364-Franklin-Attali-Attali,https://www.discogs.com/release/7068820,https://kollektivx.com/music-legacy-projects/364-Franklin-Attali-Attali,https://www.discogs.com/release/7068820,Franklin AttaliAttali,,,
73,FALSE,FALSE,Falasha Band,Mayhem,100%,Carlo,366,Falasha Band,Mayhem,Oraima,,UK,"Reggae, Lovers Rock",https://kollektivx.com/music-legacy-projects/366-Falasha-Band-Mayhem,https://www.discogs.com/release/13856513,https://kollektivx.com/music-legacy-projects/366-Falasha-Band-Mayhem,https://www.discogs.com/release/13856513,Falasha BandMayhem,,Closed for record lost,
74,TRUE,FALSE,George G,Ibiza,100%,BichoRaro,367,George G,Ibiza,FDT (2),1984,Italy,Italo-Disco,https://kollektivx.com/music-legacy-projects/367-George-G-Ibiza,https://www.discogs.com/release/566885,https://kollektivx.com/music-legacy-projects/367-George-G-Ibiza,https://www.discogs.com/release/566885,George GIbiza,,,367
75,TRUE,FALSE,Sun (31),Sun,100%,__,372,,,Tusk Music,1990,South Africa,"Synth-pop, Hi NRG, Eurobeat",https://kollektivx.com/music-legacy-projects/372-Sun-Sun,https://www.discogs.com/release/9333732,https://kollektivx.com/music-legacy-projects/372-Sun-Sun,https://www.discogs.com/release/9333732,Sun (31)Sun,,,372
76,TRUE,FALSE,John Freeman (17),Scutta Scutta,100%,listentoMB,377,,,West & East Music,1992,Austria,"Europop, Downtempo",https://kollektivx.com/music-legacy-projects/377-John-Freeman-Scutta-Scutta,https://www.discogs.com/release/16819443,https://kollektivx.com/music-legacy-projects/377-John-Freeman-Scutta-Scutta,https://www.discogs.com/release/16819443,John Freeman (17)Scutta Scutta,,,377
77,TRUE,FALSE,M. Todd (3),Thank You (Thank You),100%,farfly,390,,,Disques Du Grand Michel,1984,France,"Electro, Freestyle",https://kollektivx.com/music-legacy-projects/390-M.-Todd-Thank-You-(Thank-You),https://www.discogs.com/release/14628244,https://kollektivx.com/music-legacy-projects/390-M.-Todd-Thank-You-(Thank-You),https://www.discogs.com/release/14628244,M. Todd (3)Thank You (Thank You),,,390
78,TRUE,FALSE,Gifted (8),Rock Me Tonight,100%,TopSecret,391,,,Tri Boro,1988,US,"Dancehall, Soul",https://kollektivx.com/music-legacy-projects/391-Gifted-Rock-Me-Tonight,https://www.discogs.com/release/2147572,https://kollektivx.com/music-legacy-projects/391-Gifted-Rock-Me-Tonight,https://www.discogs.com/release/2147572,Gifted (8)Rock Me Tonight,,,
79,FALSE,TRUE,X (108),Are You Feeling Fine?,100%,Rache,396,,,City Music,1989,Spain,House,https://kollektivx.com/music-legacy-projects/396-X-Are-You-Feeling-Fine?,https://www.discogs.com/release/13659559,https://kollektivx.com/music-legacy-projects/396-X-Are-You-Feeling-Fine?,https://www.discogs.com/release/13659559,X (108)Are You Feeling Fine?,,,396
80,FALSE,TRUE,"Black Memory, Dyna Bouboula",Hamam,100%,sunand777,404,"Black Memory, Dyna Bouboula",Hamam,Le Club (3),1990,Switzerland,"Downtempo, House","https://kollektivx.com/music-legacy-projects/404-Black-Memory,-Dyna-Bouboula-Hamam",https://www.discogs.com/release/3593171,"https://kollektivx.com/music-legacy-projects/404-Black-Memory,-Dyna-Bouboula-Hamam",https://www.discogs.com/release/3593171,"Black Memory, Dyna BouboulaHamam",,,404
81,TRUE,FALSE,Future Sindycate,Queen Of The Night,100%,djnickporter,408,Future Sindycate,Queen Of The Night,Phantomas Records,1993,Italy,"Euro House, Italodance",https://kollektivx.com/music-legacy-projects/408-Future-Sindycate-Queen-Of-The-Night,https://www.discogs.com/release/1146573,https://kollektivx.com/music-legacy-projects/408-Future-Sindycate-Queen-Of-The-Night,https://www.discogs.com/release/1146573,Future SindycateQueen Of The Night,,,
82,FALSE,FALSE,حميد الشاعري,شارة,100%,FF033E,432,حميد الشاعري,شارة,الشرق,,Egypt,,https://kollektivx.com/music-legacy-projects/432-حميد-الشاعري-شارة,https://www.discogs.com/release/14942438,https://kollektivx.com/music-legacy-projects/432-حميد-الشاعري-شارة,https://www.discogs.com/release/14942438,حميد الشاعريشارة,,,
83,TRUE,FALSE,Sizzle (4),Russian Hands And Roman Fingers,100%,M,460,,,Mercury,1984,US,Boogie,https://kollektivx.com/music-legacy-projects/460-Sizzle-Russian-Hands-And-Roman-Fingers,https://www.discogs.com/release/11718509,https://kollektivx.com/music-legacy-projects/460-Sizzle-Russian-Hands-And-Roman-Fingers,https://www.discogs.com/release/11718509,Sizzle (4)Russian Hands And Roman Fingers,,,
84,TRUE,FALSE,"DJ Albino, C. Baldelli, Niki X",Atribal Love,100%,rossharvey52,468,"DJ Albino, C. Baldelli, Niki X",Atribal Love,S.O.B. (Sound Of The Bomb),1992,Italy,"House, Italo House","https://kollektivx.com/music-legacy-projects/468-Dj-Albino,-C.-Baldelli,-Niki-X-Atribal-Love",https://www.discogs.com/release/685705,"https://kollektivx.com/music-legacy-projects/468-Dj-Albino,-C.-Baldelli,-Niki-X-Atribal-Love",https://www.discogs.com/release/685705,"DJ Albino, C. Baldelli, Niki XAtribal Love",,,
85,TRUE,FALSE,Take One (5),Shame,100%,Jaar,469,Take One (5),Shame,Full Time Records,1990,Italy,"House, Italo House",https://kollektivx.com/music-legacy-projects/469-Take-One-Shame,https://www.discogs.com/release/837149,https://kollektivx.com/music-legacy-projects/469-Take-One-Shame,https://www.discogs.com/release/837149,Take One (5)Shame,,,
86,TRUE,FALSE,Paprika Soul,Come With Me,100%,djnickporter,477,Paprika Soul,Come With Me,Koolest Blue Jazz Recordings,1993,UK,"Downtempo, Soul, Fusion",https://kollektivx.com/music-legacy-projects/477-Paprika-Soul-Come-With-Me,https://www.discogs.com/release/6858195,https://kollektivx.com/music-legacy-projects/477-Paprika-Soul-Come-With-Me,https://www.discogs.com/release/6858195,Paprika SoulCome With Me,Y,,477
87,TRUE,FALSE,"MBG, New Latin Age, Mikaela",Italian Voice,100%,FF033E,483,"MBG, New Latin Age, Mikaela",Italian Voice,MBG International Records,1993,Italy,House,"https://kollektivx.com/music-legacy-projects/483-Mbg,-New-Latin-Age,-Mikaela-Italian-Voice",https://www.discogs.com/release/193318,"https://kollektivx.com/music-legacy-projects/483-Mbg,-New-Latin-Age,-Mikaela-Italian-Voice",https://www.discogs.com/release/193318,"MBG, New Latin Age, MikaelaItalian Voice",,,
88,TRUE,FALSE,Coco (66),Shonakhona,100%,__,485,,,Roy B. Records,1985,South Africa,"Boogie, Disco",https://kollektivx.com/music-legacy-projects/485-Coco-Shonakhona,https://www.discogs.com/release/9238630,https://kollektivx.com/music-legacy-projects/485-Coco-Shonakhona,https://www.discogs.com/release/9238630,Coco (66)Shonakhona,,,485
89,TRUE,FALSE,"Nikki Nik, Don Q (11)","If You Just Be Good To Me / Yo! Baby, Yo! Baby, Yo!",100%,EDITOR,499,,,Ton Def Records,1990,US,"RnB/Swing, Hip-House","https://kollektivx.com/music-legacy-projects/499-Nikki-Nik,-Don-Q-""If-You""-Just-Be-Good-To-Me-Yo!-Baby,-Yo!-Baby,-Yo!",https://www.discogs.com/release/1483615,"https://kollektivx.com/music-legacy-projects/499-Nikki-Nik,-Don-Q-""If-You""-Just-Be-Good-To-Me-Yo!-Baby,-Yo!-Baby,-Yo!",https://www.discogs.com/release/1483615,"Nikki Nik, Don Q (11)If You Just Be Good To Me / Yo! Baby, Yo! Baby, Yo!",,,
90,TRUE,FALSE,Wobblehead,Crawler,100%,Andy,502,Wobblehead,Crawler,3 beat music,1993,UK,"Techno, Tech House",https://kollektivx.com/music-legacy-projects/502-Wobblehead-Crawler,https://www.discogs.com/release/202473,https://kollektivx.com/music-legacy-projects/502-Wobblehead-Crawler,https://www.discogs.com/release/202473,WobbleheadCrawler,Y,,502
91,FALSE,TRUE,Lump,Back Alley Shuffle,100%,Omaisrayan,507,Lump,Back Alley Shuffle,Blues!,2009,UK,"House, Jazzdance",https://kollektivx.com/music-legacy-projects/507-Lump-Back-Alley-Shuffle,https://www.discogs.com/release/1998138,https://kollektivx.com/music-legacy-projects/507-Lump-Back-Alley-Shuffle,https://www.discogs.com/release/1998138,LumpBack Alley Shuffle,,,
92,TRUE,FALSE,"Michel Robidoux, Pierre F. Brault",Visitons Les Planètes Avec Goldorak,100%,zochovsky,518,"Michel Robidoux, Pierre F. Brault",Visitons Les Planètes Avec Goldorak,Poly-Sons,1980,Canada,"Disco, Chanson","https://kollektivx.com/music-legacy-projects/518-Michel-Robidoux,-Pierre-F.-Brault-Visitons-Les-Planètes-Avec-Goldorak",https://www.discogs.com/release/3876759,"https://kollektivx.com/music-legacy-projects/518-Michel-Robidoux,-Pierre-F.-Brault-Visitons-Les-Planètes-Avec-Goldorak",https://www.discogs.com/release/3876759,"Michel Robidoux, Pierre F. BraultVisitons Les Planètes Avec Goldorak",,,
93,TRUE,FALSE,Chinese Restaurant,Papagayo Progressive Club,100%,SSR852,525,Chinese Restaurant,Papagayo Progressive Club,"Area Records, Out",1994,Italy,Progressive Trance,https://kollektivx.com/music-legacy-projects/525-Chinese-Restaurant-Papagayo-Progressive-Club,https://www.discogs.com/release/616866,https://kollektivx.com/music-legacy-projects/525-Chinese-Restaurant-Papagayo-Progressive-Club,https://www.discogs.com/release/616866,Chinese RestaurantPapagayo Progressive Club,,,
94,TRUE,FALSE,Heavy (17),Thula Unga Batsheli,100%,FF033E,526,,,X-Tra Dimensions,2007,South Africa,Kwaito,https://kollektivx.com/music-legacy-projects/526-Heavy-Thula-Unga-Batsheli,https://www.discogs.com/release/18281293,https://kollektivx.com/music-legacy-projects/526-Heavy-Thula-Unga-Batsheli,https://www.discogs.com/release/18281293,Heavy (17)Thula Unga Batsheli,,,526
95,FALSE,TRUE,Pleasure Box,Goodbye T' Jane,100%,Omaisrayan,531,Pleasure Box,Goodbye T' Jane,OM Records (3),1993,UK,"Downtempo, House",https://kollektivx.com/music-legacy-projects/531-Pleasure-Box-Goodbye-T-Jane,https://www.discogs.com/release/407404,https://kollektivx.com/music-legacy-projects/531-Pleasure-Box-Goodbye-T-Jane,https://www.discogs.com/release/407404,Pleasure BoxGoodbye T' Jane,,,531
96,FALSE,TRUE,F.L.,Untitled,100%,rchv,549,F.L.,Untitled,Resonance (5),1992,Belgium,"Downtempo, House",https://kollektivx.com/music-legacy-projects/549-F.L.-Untitled,https://www.discogs.com/release/335130,https://kollektivx.com/music-legacy-projects/549-F.L.-Untitled,https://www.discogs.com/release/335130,F.L.Untitled,,,
97,TRUE,FALSE,"Llwybr Llaethog, David R Edwards, Tŷ Gwydr",LL.LL. v. T.G : MC D.R.E.,100%,Andy,556,"Llwybr Llaethog, David R Edwards, Tŷ Gwydr",LL.LL. v. T.G : MC D.R.E.,Ankst,1991,UK,"Electro, Dub, Leftfield","https://kollektivx.com/music-legacy-projects/556-Llwybr-Llaethog,-David-R-Edwards,-Tŷ-Gwydr-Ll.Ll.-V.-T.G-:-Mc-D.R.E.",https://www.discogs.com/release/2621124,"https://kollektivx.com/music-legacy-projects/556-Llwybr-Llaethog,-David-R-Edwards,-Tŷ-Gwydr-Ll.Ll.-V.-T.G-:-Mc-D.R.E.",https://www.discogs.com/release/2621124,"Llwybr Llaethog, David R Edwards, Tŷ GwydrLL.LL. v. T.G : MC D.R.E.",,,556
98,TRUE,FALSE,T.U.B.A.,Theme From The Underground Bowling Alley,100%,Andy,561,T.U.B.A.,Theme From The Underground Bowling Alley,Vinylmania Jazz,1993,USA,"Breakbeat, Trip Hop, Acid Jazz",https://kollektivx.com/music-legacy-projects/561-T.U.B.A.-Theme-From-The-Underground-Bowling-Alley,https://www.discogs.com/release/41307,https://kollektivx.com/music-legacy-projects/561-T.U.B.A.-Theme-From-The-Underground-Bowling-Alley,https://www.discogs.com/release/41307,T.U.B.A.Theme From The Underground Bowling Alley,,,
99,FALSE,TRUE,Los Mozambiques,I Like To Be With You,100%,MuzanJackson,571,Los Mozambiques,I Like To Be With You,Happy Records (12),,Panama,Soul,https://kollektivx.com/music-legacy-projects/571-Los-Mozambiques-I-Like-To-Be-With-You,https://www.discogs.com/release/4300320,https://kollektivx.com/music-legacy-projects/571-Los-Mozambiques-I-Like-To-Be-With-You,https://www.discogs.com/release/4300320,Los MozambiquesI Like To Be With You,,,571
100,TRUE,FALSE,Poly-C,Soy Pijo... Y Qué...,100%,Bobbi,594,Poly-C,Soy Pijo... Y Qué...,Yas Fli. Records,1990,Spain,"House, Hip-House",https://kollektivx.com/music-legacy-projects/594-Poly-C-Soy-Pijo...-Y-Qué...,https://www.discogs.com/release/10054128,https://kollektivx.com/music-legacy-projects/594-Poly-C-Soy-Pijo...-Y-Qué...,https://www.discogs.com/release/10054128,Poly-CSoy Pijo... Y Qué...,,,594
101,FALSE,TRUE,Fabrizio Fattori,Electrik African Connection,100%,Mamamia,605,Fabrizio Fattori,Electrik African Connection,Tribal Italia,1996,Italy,"Funk, Ragga, Breaks",https://kollektivx.com/music-legacy-projects/605-Fabrizio-Fattori-Electrik-African-Connection,https://www.discogs.com/release/668584,https://kollektivx.com/music-legacy-projects/605-Fabrizio-Fattori-Electrik-African-Connection,https://www.discogs.com/release/668584,Fabrizio FattoriElectrik African Connection,Y,,
102,TRUE,FALSE,"PM², Abby",Africa,100%,bicycle_thief,650,"PM², Abby",Africa,X-Energy Records,1991,Italy,"Tribal, House","https://kollektivx.com/music-legacy-projects/650-Pm²,-Abby-Africa",https://www.discogs.com/release/4428618,"https://kollektivx.com/music-legacy-projects/650-Pm²,-Abby-Africa",https://www.discogs.com/release/4428618,"PM², AbbyAfrica",,,650
103,TRUE,FALSE,Sal Ferreras,To Drive In L.A.,100%,Bobbi,656,Sal Ferreras,To Drive In L.A.,Miramar Records (4),1987,Canada,"Abstract, Experimental",https://kollektivx.com/music-legacy-projects/656-Sal-Ferreras-To-Drive-In-L.A.,https://www.discogs.com/release/7963758,https://kollektivx.com/music-legacy-projects/656-Sal-Ferreras-To-Drive-In-L.A.,https://www.discogs.com/release/7963758,Sal FerrerasTo Drive In L.A.,,,656
104,TRUE,FALSE,Hypnos (3),Take It Easy,100%,TORPEDO,657,,,Our House (5),,Belgium,"New Wave, New Age",https://kollektivx.com/music-legacy-projects/657-Hypnos-Take-It-Easy,https://www.discogs.com/release/2566890,https://kollektivx.com/music-legacy-projects/657-Hypnos-Take-It-Easy,https://www.discogs.com/release/2566890,Hypnos (3)Take It Easy,,,657
105,TRUE,FALSE,Brett Dancer,Black Java Joint,100%,Bobbi,659,Brett Dancer,Black Java Joint,Track Mode,1997,USA,"Deep House, House",https://kollektivx.com/music-legacy-projects/659-Brett-Dancer-Black-Java-Joint,https://www.discogs.com/release/9910,https://kollektivx.com/music-legacy-projects/659-Brett-Dancer-Black-Java-Joint,https://www.discogs.com/release/9910,Brett DancerBlack Java Joint,,,659
106,TRUE,FALSE,Keep Cool (3),Bo Ilusão,100%,TORPEDO,663,,,Keep Cool Record,1987,France,"African, Reggae",https://kollektivx.com/music-legacy-projects/663-Keep-Cool-Bo-Ilusao,https://www.discogs.com/release/8698116,https://kollektivx.com/music-legacy-projects/663-Keep-Cool-Bo-Ilusao,https://www.discogs.com/release/8698116,Keep Cool (3)Bo Ilusão,,,663
107,TRUE,FALSE,Various,"ვუმღერი თბილისს = Пою Тебе, Тбилиси (Тбилисоба-87)",100%,Bobbi,667,Various,"ვუმღერი თბილისს = Пою Тебе, Тбилиси (Тбилисоба-87)",Мелодия,1987,USSR,"Easy Listening, Pop Rock, Folk, Schlager","https://kollektivx.com/music-legacy-projects/667-Various-Ვუმღერი-Თბილისს-=-Пою-Тебе,-Тбилиси-(Тбилисоба-87)",https://www.discogs.com/release/6278394,"https://kollektivx.com/music-legacy-projects/667-Various-Ვუმღერი-Თბილისს-=-Пою-Тебе,-Тбилиси-(Тбилисоба-87)",https://www.discogs.com/release/6278394,"Variousვუმღერი თბილისს = Пою Тебе, Тбилиси (Тбилисоба-87)",,,667
